iter	Passed	Remaining
5460	621194	1653825
5461	621307	1653711
5462	621435	1653633
5463	621556	1653540
5464	621680	1653454
5465	621791	1653333
5466	621896	1653194
5467	622008	1653077
5468	622117	1652950
5469	622216	1652797
5470	622326	1652675
5471	622443	1652569
5472	622541	1652413
5473	622657	1652304
5474	622776	1652207
5475	622898	1652114
5476	622999	1651966
5477	623109	1651844
5478	623232	1651754
5479	623330	1651597
5480	623449	1651498
5481	623561	1651380
5482	623683	1651287
5483	623790	1651155
5484	623910	1651060
5485	624026	1650950
5486	624152	1650870
5487	624261	1650744
5488	624371	1650620
5489	624489	1650519
5490	624596	1650386
5491	624708	1650266
5492	624819	1650146
5493	624942	1650056
5494	625049	1649925
5495	625162	1649811
5496	625280	1649707
5497	625381	1649560
5498	625486	1649423
5499	625607	1649329
5500	625728	1649234
5501	625839	1649114
5502	625945	1648979
5503	626062	1648874
5504	626183	1648778
5505	626283	1648629
5506	626406	1648540
5507	626528	1648449
5508	626647	1648349
5509	626765	1648245
5510	626876	1648125
5511	626995	1648024
5512	627110	1647914
5513	627220	1647791
5514	627339	1647690
5515	627448	1647564
5516	627566	1647462
5517	627681	1647350
5518	627806	1647266
5519	627910	1647128
5520	628029	1647026
5521	628153	1646941
5522	628263	1646816
5523	628374	1646696
5524	628482	1646565
5525	628601	1646466
5526	628718	1646362
5527	628833	1646251
5528	628933	1646102
5529	629039	1645968
5530	629156	1645861
5531	629262	1645728
5532	629376	1645616
5533	629495	1645515
5534	629608	1645399
5535	629723	1645289
5536	629840	1645182
5537	629957	1645078
5538	630076	1644978
5539	630192	1644871
5540	630319	1644791
5541	630431	1644674
5542	630554	1644584
5543	630657	1644440
5544	630766	1644316
5545	630889	1644225
5546	630992	1644084
5547	631111	1643983
5548	631231	1643886
5549	631347	1643777
5550	631472	1643695
5551	631590	1643590
5552	631708	1643489
5553	631828	1643392
5554	631935	1643259
5555	632061	1643176
5556	632183	1643085
5557	632307	1642999
5558	632417	1642874
5559	632529	1642756
5560	632652	1642667
5561	632773	1642571
5562	632882	1642444
5563	632994	1642326
5564	633107	1642210
5565	633228	1642115
5566	633351	1642026
5567	633469	1641922
5568	633576	1641791
5569	633695	1641692
5570	633814	1641592
5571	633942	1641515
5572	634059	1641409
5573	634172	1641293
5574	634295	1641205
5575	634416	1641110
5576	634524	1640980
5577	634641	1640873
5578	634753	1640756
5579	634866	1640639
5580	634994	1640563
5581	635100	1640429
5582	635213	1640313
5583	635322	1640187
5584	635429	1640055
5585	635532	1639915
5586	635653	1639819
5587	635774	1639723
5588	635893	1639623
5589	635993	1639475
5590	636113	1639376
5591	636232	1639276
5592	636355	1639187
5593	636459	1639048
5594	636582	1638958
5595	636694	1638838
5596	636805	1638719
5597	636924	1638618
5598	637025	1638470
5599	637140	1638361
5600	637250	1638237
5601	637368	1638133
5602	637466	1637981
5603	637593	1637902
5604	637704	1637779
5605	637812	1637652
5606	637927	1637539
5607	638033	1637406
5608	638157	1637320
5609	638281	1637232
5610	638397	1637122
5611	638509	1637006
5612	638631	1636912
5613	638750	1636811
5614	638859	1636686
5615	638982	1636596
5616	639097	1636485
5617	639217	1636388
5618	639332	1636277
5619	639450	1636174
5620	639571	1636077
5621	639687	1635970
5622	639798	1635850
5623	639918	1635750
5624	640030	1635633
5625	640133	1635492
5626	640251	1635388
5627	640364	1635273
5628	640468	1635134
5629	640590	1635042
5630	640708	1634938
5631	640820	1634820
5632	640937	1634714
5633	641054	1634610
5634	641142	1634428
5635	641263	1634333
5636	641380	1634230
5637	641503	1634138
5638	641629	1634057
5639	641756	1633974
5640	641862	1633842
5641	641984	1633748
5642	642102	1633647
5643	642205	1633505
5644	642303	1633351
5645	642407	1633211
5646	642524	1633105
5647	642644	1633007
5648	642753	1632883
5649	642881	1632805
5650	643004	1632715
5651	643126	1632621
5652	643245	1632521
5653	643355	1632397
5654	643448	1632231
5655	643572	1632144
5656	643691	1632043
5657	643812	1631947
5658	643935	1631857
5659	644052	1631750
5660	644179	1631670
5661	644295	1631561
5662	644414	1631461
5663	644536	1631369
5664	644652	1631261
5665	644754	1631117
5666	644866	1630997
5667	644964	1630846
5668	645082	1630743
5669	645205	1630650
5670	645316	1630530
5671	645434	1630428
5672	645549	1630317
5673	645645	1630158
5674	645756	1630038
5675	645879	1629947
5676	645998	1629845
5677	646113	1629735
5678	646233	1629637
5679	646353	1629538
5680	646449	1629381
5681	646573	1629292
5682	646685	1629173
5683	646799	1629061
5684	646916	1628954
5685	647033	1628850
5686	647152	1628748
5687	647271	1628648
5688	647385	1628534
5689	647508	1628443
5690	647623	1628333
5691	647736	1628216
5692	647837	1628072
5693	647953	1627962
5694	648063	1627840
5695	648172	1627714
5696	648294	1627621
5697	648401	1627490
5698	648508	1627359
5699	648618	1627235
5700	648727	1627109
5701	648829	1626966
5702	648937	1626837
5703	649056	1626738
5704	649163	1626607
5705	649272	1626480
5706	649396	1626392
5707	649515	1626291
5708	649619	1626153
5709	649741	1626059
5710	649859	1625957
5711	649971	1625838
5712	650085	1625724
5713	650191	1625592
5714	650306	1625482
5715	650415	1625356
5716	650535	1625258
5717	650639	1625119
5718	650747	1624991
5719	650853	1624857
5720	650973	1624759
5721	651091	1624655
5722	651199	1624529
5723	651308	1624403
5724	651429	1624306
5725	651541	1624189
5726	651663	1624094
5727	651782	1623993
5728	651908	1623911
5729	652026	1623807
5730	652145	1623708
5731	652266	1623610
5732	652377	1623490
5733	652502	1623403
5734	652618	1623296
5735	652742	1623206
5736	652852	1623085
5737	652960	1622955
5738	653085	1622870
5739	653211	1622787
5740	653334	1622695
5741	653437	1622555
5742	653551	1622441
5743	653672	1622346
5744	653785	1622230
5745	653895	1622107
5746	654021	1622024
5747	654134	1621906
5748	654250	1621800
5749	654360	1621674
5750	654482	1621582
5751	654601	1621482
5752	654724	1621389
5753	654838	1621277
5754	654956	1621174
5755	655079	1621083
5756	655187	1620953
5757	655291	1620815
5758	655408	1620710
5759	655531	1620620
5760	655646	1620509
5761	655754	1620380
5762	655865	1620259
5763	655983	1620156
5764	656104	1620060
5765	656227	1619969
5766	656338	1619848
5767	656447	1619723
5768	656566	1619621
5769	656683	1619515
5770	656797	1619402
5771	656915	1619298
5772	657036	1619203
5773	657135	1619053
5774	657251	1618944
5775	657360	1618818
5776	657484	1618728
5777	657596	1618610
5778	657717	1618514
5779	657825	1618386
5780	657930	1618253
5781	658041	1618132
5782	658156	1618020
5783	658271	1617908
5784	658397	1617825
5785	658510	1617709
5786	658635	1617623
5787	658756	1617526
5788	658870	1617413
5789	658976	1617281
5790	659086	1617156
5791	659196	1617035
5792	659310	1616920
5793	659426	1616812
5794	659537	1616692
5795	659658	1616596
5796	659778	1616496
5797	659896	1616392
5798	660011	1616283
5799	660125	1616170
5800	660251	1616085
5801	660367	1615975
5802	660475	1615849
5803	660577	1615706
5804	660703	1615622
5805	660821	1615518
5806	660943	1615424
5807	661064	1615327
5808	661179	1615217
5809	661287	1615088
5810	661406	1614987
5811	661508	1614845
5812	661629	1614749
5813	661749	1614649
5814	661852	1614509
5815	661976	1614422
5816	662095	1614319
5817	662220	1614234
5818	662336	1614124
5819	662454	1614021
5820	662576	1613928
5821	662699	1613835
5822	662818	1613733
5823	662923	1613599
5824	663051	1613521
5825	663166	1613409
5826	663291	1613321
5827	663401	1613199
5828	663519	1613094
5829	663643	1613005
5830	663756	1612891
5831	663880	1612801
5832	663983	1612661
5833	664106	1612569
5834	664227	1612474
5835	664350	1612382
5836	664464	1612269
5837	664571	1612138
5838	664692	1612042
5839	664814	1611946
5840	664931	1611842
5841	665057	1611757
5842	665168	1611636
5843	665283	1611526
5844	665407	1611435
5845	665531	1611346
5846	665644	1611230
5847	665765	1611134
5848	665870	1610998
5849	665979	1610873
5850	666105	1610788
5851	666221	1610680
5852	666350	1610602
5853	666458	1610475
5854	666586	1610394
5855	666704	1610292
5856	666823	1610190
5857	666947	1610100
5858	667058	1609981
5859	667170	1609863
5860	667296	1609776
5861	667414	1609673
5862	667515	1609527
5863	667634	1609427
5864	667743	1609302
5865	667861	1609198
5866	667981	1609097
5867	668086	1608962
5868	668211	1608876
5869	668326	1608764
5870	668446	1608666
5871	668568	1608571
5872	668682	1608458
5873	668801	1608357
5874	668915	1608244
5875	669029	1608131
5876	669148	1608028
5877	669264	1607920
5878	669367	1607778
5879	669486	1607678
5880	669609	1607587
5881	669731	1607492
5882	669827	1607335
5883	669938	1607213
5884	670028	1607042
5885	670151	1606950
5886	670267	1606842
5887	670370	1606703
5888	670493	1606611
5889	670610	1606506
5890	670721	1606384
5891	670840	1606283
5892	670961	1606186
5893	671080	1606085
5894	671195	1605974
5895	671317	1605877
5896	671440	1605787
5897	671543	1605647
5898	671662	1605546
5899	671788	1605460
5900	671884	1605304
5901	672007	1605212
5902	672127	1605113
5903	672241	1604999
5904	672359	1604894
5905	672477	1604790
5906	672589	1604673
5907	672690	1604529
5908	672815	1604440
5909	672934	1604339
5910	673054	1604240
5911	673170	1604130
5912	673293	1604039
5913	673416	1603948
5914	673537	1603851
5915	673643	1603717
5916	673750	1603587
5917	673871	1603489
5918	673985	1603376
5919	674104	1603276
5920	674216	1603157
5921	674336	1603057
5922	674450	1602944
5923	674572	1602849
5924	674687	1602739
5925	674800	1602622
5926	674919	1602520
5927	675041	1602426
5928	675162	1602328
5929	675282	1602229
5930	675394	1602111
5931	675512	1602008
5932	675635	1601914
5933	675750	1601803
5934	675866	1601695
5935	675971	1601559
5936	676091	1601460
5937	676194	1601320
5938	676315	1601224
5939	676430	1601113
5940	676542	1600994
5941	676657	1600884
5942	676786	1600805
5943	676893	1600675
5944	677015	1600581
5945	677131	1600471
5946	677250	1600369
5947	677368	1600264
5948	677485	1600160
5949	677611	1600073
5950	677738	1599992
5951	677843	1599856
5952	677955	1599737
5953	678076	1599640
5954	678195	1599539
5955	678315	1599439
5956	678437	1599345
5957	678556	1599242
5958	678672	1599133
5959	678790	1599029
5960	678906	1598921
5961	679024	1598817
5962	679140	1598707
5963	679257	1598601
5964	679376	1598498
5965	679487	1598378
5966	679610	1598285
5967	679726	1598178
5968	679853	1598094
5969	679970	1597986
5970	680096	1597901
5971	680200	1597764
5972	680326	1597679
5973	680449	1597587
5974	680566	1597481
5975	680681	1597368
5976	680794	1597254
5977	680903	1597126
5978	681016	1597011
5979	681143	1596929
5980	681270	1596844
5981	681394	1596754
5982	681511	1596649
5983	681621	1596525
5984	681742	1596427
5985	681860	1596323
5986	681984	1596234
5987	682104	1596133
5988	682223	1596032
5989	682342	1595930
5990	682446	1595793
5991	682549	1595654
5992	682668	1595550
5993	682790	1595456
5994	682906	1595347
5995	683027	1595249
5996	683138	1595128
5997	683253	1595018
5998	683356	1594879
5999	683476	1594778
6000	683593	1594671
6001	683700	1594540
6002	683811	1594420
6003	683915	1594284
6004	684036	1594187
6005	684155	1594085
6006	684282	1594001
6007	684400	1593897
6008	684506	1593763
6009	684627	1593667
6010	684746	1593565
6011	684854	1593437
6012	684961	1593307
6013	685069	1593178
6014	685177	1593050
6015	685282	1592916
6016	685400	1592813
6017	685513	1592697
6018	685624	1592575
6019	685743	1592473
6020	685863	1592374
6021	685989	1592287
6022	686116	1592203
6023	686228	1592087
6024	686351	1591993
6025	686470	1591890
6026	686582	1591774
6027	686706	1591683
6028	686818	1591564
6029	686936	1591460
6030	687045	1591335
6031	687164	1591232
6032	687286	1591136
6033	687387	1590992
6034	687493	1590859
6035	687604	1590741
6036	687729	1590651
6037	687836	1590522
6038	687955	1590418
6039	688076	1590321
6040	688196	1590223
6041	688303	1590093
6042	688423	1589992
6043	688526	1589853
6044	688647	1589756
6045	688773	1589670
6046	688896	1589577
6047	689006	1589453
6048	689115	1589329
6049	689237	1589233
6050	689357	1589133
6051	689472	1589022
6052	689593	1588925
6053	689702	1588799
6054	689820	1588694
6055	689937	1588588
6056	690063	1588501
6057	690181	1588396
6058	690291	1588274
6059	690394	1588136
6060	690497	1587995
6061	690624	1587911
6062	690736	1587794
6063	690865	1587713
6064	690981	1587605
6065	691100	1587502
6066	691221	1587405
6067	691343	1587309
6068	691452	1587184
6069	691575	1587092
6070	691691	1586983
6071	691816	1586893
6072	691945	1586813
6073	692052	1586685
6074	692180	1586603
6075	692293	1586486
6076	692409	1586378
6077	692526	1586269
6078	692651	1586181
6079	692769	1586078
6080	692891	1585982
6081	693007	1585873
6082	693119	1585754
6083	693238	1585651
6084	693338	1585507
6085	693464	1585418
6086	693584	1585318
6087	693694	1585196
6088	693817	1585103
6089	693926	1584978
6090	694041	1584866
6091	694151	1584742
6092	694267	1584633
6093	694392	1584546
6094	694498	1584413
6095	694611	1584297
6096	694728	1584189
6097	694852	1584099
6098	694977	1584011
6099	695093	1583901
6100	695217	1583809
6101	695337	1583709
6102	695460	1583616
6103	695581	1583518
6104	695702	1583421
6105	695813	1583301
6106	695934	1583201
6107	696054	1583102
6108	696167	1582985
6109	696284	1582879
6110	696407	1582785
6111	696532	1582695
6112	696631	1582548
6113	696750	1582445
6114	696867	1582340
6115	696968	1582195
6116	697071	1582056
6117	697189	1581951
6118	697307	1581848
6119	697424	1581739
6120	697544	1581641
6121	697655	1581518
6122	697774	1581416
6123	697892	1581312
6124	698004	1581194
6125	698127	1581101
6126	698235	1580972
6127	698357	1580876
6128	698465	1580750
6129	698584	1580647
6130	698701	1580539
6131	698815	1580426
6132	698938	1580332
6133	699055	1580226
6134	699178	1580132
6135	699295	1580024
6136	699406	1579904
6137	699516	1579781
6138	699626	1579657
6139	699720	1579499
6140	699836	1579390
6141	699960	1579297
6142	700072	1579179
6143	700183	1579058
6144	700295	1578940
6145	700411	1578832
6146	700528	1578724
6147	700637	1578600
6148	700756	1578496
6149	700867	1578375
6150	700988	1578279
6151	701100	1578159
6152	701213	1578043
6153	701319	1577912
6154	701445	1577825
6155	701549	1577688
6156	701669	1577587
6157	701774	1577453
6158	701892	1577348
6159	702012	1577248
6160	702120	1577121
6161	702232	1577003
6162	702341	1576877
6163	702450	1576753
6164	702569	1576650
6165	702694	1576561
6166	702791	1576409
6167	702913	1576312
6168	703035	1576217
6169	703147	1576098
6170	703274	1576014
6171	703396	1575918
6172	703512	1575809
6173	703625	1575693
6174	703741	1575582
6175	703852	1575461
6176	703980	1575379
6177	704096	1575269
6178	704213	1575162
6179	704304	1574998
6180	704425	1574898
6181	704530	1574766
6182	704648	1574659
6183	704769	1574562
6184	704869	1574418
6185	704993	1574326
6186	705104	1574205
6187	705213	1574079
6188	705324	1573959
6189	705439	1573847
6190	705562	1573754
6191	705673	1573634
6192	705791	1573529
6193	705890	1573380
6194	706013	1573287
6195	706134	1573189
6196	706257	1573095
6197	706373	1572985
6198	706479	1572854
6199	706578	1572706
6200	706702	1572616
6201	706808	1572482
6202	706925	1572375
6203	707037	1572257
6204	707159	1572161
6205	707279	1572062
6206	707402	1571968
6207	707523	1571868
6208	707646	1571774
6209	707752	1571642
6210	707856	1571506
6211	707976	1571407
6212	708093	1571299
6213	708202	1571174
6214	708326	1571082
6215	708445	1570979
6216	708567	1570883
6217	708680	1570768
6218	708805	1570678
6219	708925	1570576
6220	709038	1570462
6221	709157	1570359
6222	709272	1570247
6223	709386	1570133
6224	709481	1569977
6225	709603	1569880
6226	709722	1569778
6227	709827	1569644
6228	709943	1569535
6229	710066	1569440
6230	710179	1569324
6231	710298	1569222
6232	710423	1569131
6233	710545	1569035
6234	710667	1568939
6235	710793	1568853
6236	710896	1568714
6237	711006	1568592
6238	711127	1568493
6239	711242	1568381
6240	711371	1568300
6241	711493	1568203
6242	711615	1568108
6243	711726	1567987
6244	711830	1567850
6245	711943	1567733
6246	712063	1567632
6247	712171	1567507
6248	712297	1567418
6249	712408	1567298
6250	712525	1567191
6251	712652	1567106
6252	712781	1567024
6253	712907	1566936
6254	713007	1566792
6255	713122	1566680
6256	713245	1566587
6257	713362	1566478
6258	713471	1566354
6259	713577	1566222
6260	713700	1566128
6261	713809	1566003
6262	713924	1565891
6263	714039	1565779
6264	714157	1565675
6265	714276	1565572
6266	714392	1565463
6267	714511	1565359
6268	714630	1565255
6269	714750	1565154
6270	714864	1565041
6271	714962	1564892
6272	715087	1564801
6273	715214	1564716
6274	715333	1564613
6275	715451	1564507
6276	715567	1564399
6277	715693	1564312
6278	715818	1564222
6279	715935	1564113
6280	716058	1564019
6281	716166	1563893
6282	716288	1563795
6283	716384	1563641
6284	716487	1563504
6285	716608	1563406
6286	716735	1563319
6287	716848	1563204
6288	716970	1563106
6289	717060	1562941
6290	717183	1562846
6291	717306	1562751
6292	717408	1562612
6293	717532	1562519
6294	717658	1562432
6295	717774	1562323
6296	717877	1562184
6297	717999	1562088
6298	718113	1561974
6299	718226	1561857
6300	718346	1561757
6301	718462	1561647
6302	718565	1561509
6303	718686	1561409
6304	718811	1561319
6305	718919	1561193
6306	719034	1561081
6307	719144	1560959
6308	719259	1560845
6309	719370	1560726
6310	719493	1560631
6311	719603	1560508
6312	719723	1560407
6313	719833	1560284
6314	719950	1560177
6315	720053	1560040
6316	720172	1559936
6317	720282	1559814
6318	720404	1559716
6319	720518	1559602
6320	720625	1559473
6321	720748	1559379
6322	720859	1559259
6323	720981	1559162
6324	721103	1559064
6325	721221	1558959
6326	721334	1558844
6327	721461	1558757
6328	721586	1558668
6329	721707	1558568
6330	721832	1558477
6331	721936	1558342
6332	722055	1558239
6333	722167	1558120
6334	722278	1558001
6335	722394	1557891
6336	722510	1557780
6337	722612	1557641
6338	722720	1557514
6339	722833	1557398
6340	722953	1557298
6341	723059	1557166
6342	723179	1557065
6343	723295	1556954
6344	723402	1556825
6345	723501	1556679
6346	723622	1556580
6347	723744	1556483
6348	723850	1556353
6349	723966	1556242
6350	724089	1556147
6351	724212	1556052
6352	724314	1555912
6353	724437	1555818
6354	724550	1555703
6355	724662	1555584
6356	724782	1555482
6357	724900	1555378
6358	725015	1555266
6359	725125	1555144
6360	725242	1555034
6361	725358	1554925
6362	725476	1554820
6363	725584	1554694
6364	725704	1554592
6365	725809	1554459
6366	725920	1554338
6367	726036	1554229
6368	726160	1554135
6369	726280	1554034
6370	726388	1553907
6371	726491	1553771
6372	726597	1553639
6373	726713	1553528
6374	726810	1553378
6375	726923	1553263
6376	727041	1553157
6377	727138	1553007
6378	727248	1552885
6379	727371	1552790
6380	727486	1552677
6381	727601	1552565
6382	727716	1552453
6383	727830	1552340
6384	727953	1552244
6385	728080	1552158
6386	728196	1552049
6387	728319	1551953
6388	728442	1551860
6389	728557	1551748
6390	728669	1551628
6391	728794	1551539
6392	728913	1551435
6393	729031	1551330
6394	729152	1551230
6395	729279	1551144
6396	729400	1551045
6397	729509	1550919
6398	729621	1550802
6399	729741	1550700
6400	729866	1550609
6401	729978	1550492
6402	730102	1550399
6403	730221	1550295
6404	730342	1550197
6405	730468	1550107
6406	730592	1550015
6407	730715	1549920
6408	730833	1549813
6409	730949	1549703
6410	731074	1549614
6411	731186	1549495
6412	731298	1549377
6413	731404	1549246
6414	731525	1549146
6415	731634	1549021
6416	731757	1548926
6417	731866	1548801
6418	731973	1548672
6419	732089	1548564
6420	732203	1548448
6421	732308	1548316
6422	732426	1548209
6423	732539	1548093
6424	732661	1547997
6425	732784	1547902
6426	732895	1547781
6427	733016	1547682
6428	733136	1547580
6429	733246	1547458
6430	733363	1547350
6431	733484	1547250
6432	733605	1547151
6433	733718	1547036
6434	733843	1546943
6435	733967	1546851
6436	734092	1546759
6437	734219	1546673
6438	734332	1546556
6439	734442	1546434
6440	734559	1546327
6441	734662	1546189
6442	734781	1546085
6443	734896	1545974
6444	735014	1545867
6445	735131	1545759
6446	735239	1545633
6447	735347	1545506
6448	735467	1545405
6449	735593	1545316
6450	735714	1545217
6451	735838	1545124
6452	735952	1545009
6453	736075	1544913
6454	736178	1544777
6455	736298	1544674
6456	736425	1544587
6457	736546	1544489
6458	736651	1544356
6459	736753	1544217
6460	736870	1544109
6461	736970	1543965
6462	737091	1543865
6463	737199	1543738
6464	737317	1543634
6465	737439	1543535
6466	737546	1543406
6467	737659	1543292
6468	737765	1543159
6469	737874	1543036
6470	737982	1542909
6471	738092	1542786
6472	738219	1542698
6473	738332	1542584
6474	738436	1542447
6475	738544	1542322
6476	738644	1542177
6477	738759	1542065
6478	738876	1541959
6479	739001	1541866
6480	739124	1541772
6481	739244	1541669
6482	739352	1541543
6483	739457	1541410
6484	739571	1541295
6485	739677	1541165
6486	739793	1541056
6487	739916	1540960
6488	740036	1540859
6489	740156	1540758
6490	740270	1540643
6491	740386	1540533
6492	740500	1540418
6493	740603	1540282
6494	740723	1540180
6495	740829	1540050
6496	740944	1539938
6497	741049	1539805
6498	741165	1539694
6499	741279	1539580
6500	741408	1539496
6501	741532	1539403
6502	741631	1539259
6503	741755	1539165
6504	741864	1539041
6505	741981	1538932
6506	742076	1538779
6507	742196	1538678
6508	742323	1538591
6509	742448	1538500
6510	742571	1538404
6511	742689	1538298
6512	742814	1538207
6513	742934	1538105
6514	743055	1538005
6515	743170	1537893
6516	743284	1537778
6517	743412	1537693
6518	743521	1537568
6519	743648	1537481
6520	743766	1537376
6521	743883	1537268
6522	743994	1537147
6523	744110	1537037
6524	744229	1536934
6525	744344	1536821
6526	744464	1536720
6527	744589	1536628
6528	744710	1536527
6529	744832	1536430
6530	744928	1536279
6531	745050	1536182
6532	745156	1536051
6533	745273	1535944
6534	745399	1535854
6535	745521	1535755
6536	745632	1535635
6537	745758	1535546
6538	745871	1535429
6539	745983	1535310
6540	746099	1535201
6541	746220	1535102
6542	746341	1535001
6543	746466	1534909
6544	746591	1534818
6545	746707	1534708
6546	746834	1534620
6547	746956	1534523
6548	747078	1534425
6549	747197	1534321
6550	747310	1534205
6551	747430	1534103
6552	747549	1534000
6553	747662	1533883
6554	747778	1533772
6555	747889	1533652
6556	747997	1533526
6557	748095	1533379
6558	748208	1533263
6559	748323	1533150
6560	748440	1533041
6561	748552	1532923
6562	748668	1532813
6563	748787	1532709
6564	748906	1532605
6565	749002	1532455
6566	749120	1532349
6567	749243	1532253
6568	749370	1532165
6569	749478	1532039
6570	749593	1531925
6571	749709	1531817
6572	749830	1531717
6573	749948	1531610
6574	750071	1531515
6575	750186	1531402
6576	750313	1531315
6577	750432	1531210
6578	750553	1531111
6579	750674	1531011
6580	750791	1530902
6581	750911	1530801
6582	751023	1530682
6583	751148	1530591
6584	751259	1530470
6585	751380	1530371
6586	751493	1530253
6587	751605	1530135
6588	751716	1530014
6589	751832	1529904
6590	751936	1529771
6591	752043	1529642
6592	752142	1529496
6593	752266	1529402
6594	752387	1529302
6595	752505	1529196
6596	752623	1529090
6597	752738	1528978
6598	752866	1528892
6599	752983	1528785
6600	753110	1528695
6601	753224	1528581
6602	753342	1528475
6603	753462	1528374
6604	753581	1528271
6605	753683	1528132
6606	753788	1527998
6607	753902	1527883
6608	754022	1527782
6609	754134	1527664
6610	754240	1527534
6611	754347	1527405
6612	754471	1527311
6613	754584	1527195
6614	754697	1527078
6615	754810	1526961
6616	754931	1526862
6617	755037	1526732
6618	755158	1526631
6619	755266	1526506
6620	755391	1526412
6621	755507	1526302
6622	755627	1526201
6623	755749	1526103
6624	755869	1525999
6625	755981	1525882
6626	756104	1525787
6627	756228	1525692
6628	756344	1525582
6629	756454	1525460
6630	756560	1525328
6631	756678	1525223
6632	756793	1525111
6633	756900	1524981
6634	757005	1524850
6635	757119	1524735
6636	757232	1524618
6637	757347	1524507
6638	757471	1524411
6639	757579	1524286
6640	757699	1524183
6641	757824	1524091
6642	757931	1523963
6643	758036	1523831
6644	758160	1523736
6645	758267	1523607
6646	758393	1523519
6647	758508	1523406
6648	758628	1523303
6649	758754	1523213
6650	758873	1523109
6651	758987	1522995
6652	759095	1522869
6653	759213	1522763
6654	759334	1522663
6655	759446	1522545
6656	759564	1522438
6657	759680	1522328
6658	759792	1522209
6659	759913	1522108
6660	760030	1522001
6661	760145	1521887
6662	760253	1521762
6663	760373	1521660
6664	760486	1521543
6665	760592	1521412
6666	760706	1521298
6667	760828	1521201
6668	760949	1521100
6669	761062	1520983
6670	761187	1520890
6671	761310	1520795
6672	761438	1520708
6673	761558	1520607
6674	761669	1520485
6675	761792	1520389
6676	761914	1520291
6677	762025	1520171
6678	762139	1520056
6679	762259	1519955
6680	762370	1519834
6681	762476	1519704
6682	762590	1519588
6683	762714	1519496
6684	762821	1519366
6685	762933	1519248
6686	763056	1519151
6687	763164	1519026
6688	763284	1518923
6689	763399	1518810
6690	763520	1518711
6691	763642	1518611
6692	763764	1518513
6693	763879	1518402
6694	764004	1518308
6695	764112	1518183
6696	764221	1518057
6697	764344	1517962
6698	764469	1517869
6699	764585	1517758
6700	764702	1517650
6701	764821	1517545
6702	764936	1517434
6703	765062	1517343
6704	765181	1517239
6705	765308	1517151
6706	765432	1517055
6707	765547	1516944
6708	765660	1516828
6709	765781	1516726
6710	765905	1516632
6711	766027	1516534
6712	766138	1516413
6713	766262	1516318
6714	766384	1516220
6715	766500	1516108
6716	766608	1515983
6717	766727	1515878
6718	766851	1515783
6719	766968	1515676
6720	767084	1515564
6721	767195	1515445
6722	767315	1515343
6723	767436	1515241
6724	767544	1515116
6725	767664	1515012
6726	767783	1514908
6727	767905	1514809
6728	768019	1514695
6729	768138	1514590
6730	768259	1514490
6731	768378	1514386
6732	768489	1514265
6733	768606	1514157
6734	768715	1514032
6735	768821	1513902
6736	768933	1513784
6737	769053	1513682
6738	769157	1513548
6739	769261	1513413
6740	769383	1513314
6741	769495	1513196
6742	769621	1513105
6743	769734	1512988
6744	769858	1512894
6745	769980	1512795
6746	770076	1512646
6747	770201	1512553
6748	770316	1512441
6749	770427	1512321
6750	770535	1512194
6751	770653	1512087
6752	770763	1511966
6753	770882	1511861
6754	770993	1511740
6755	771115	1511641
6756	771225	1511520
6757	771321	1511369
6758	771440	1511265
6759	771550	1511142
6760	771673	1511046
6761	771793	1510943
6762	771907	1510828
6763	772008	1510690
6764	772114	1510558
6765	772221	1510431
6766	772334	1510315
6767	772448	1510201
6768	772567	1510096
6769	772679	1509978
6770	772792	1509861
6771	772900	1509734
6772	773010	1509612
6773	773117	1509486
6774	773227	1509362
6775	773344	1509254
6776	773463	1509150
6777	773578	1509036
6778	773691	1508921
6779	773808	1508811
6780	773926	1508705
6781	774049	1508609
6782	774175	1508518
6783	774285	1508394
6784	774398	1508280
6785	774518	1508176
6786	774635	1508067
6787	774741	1507937
6788	774867	1507847
6789	774990	1507749
6790	775094	1507617
6791	775216	1507518
6792	775339	1507421
6793	775456	1507311
6794	775566	1507189
6795	775686	1507087
6796	775798	1506968
6797	775916	1506861
6798	776032	1506751
6799	776145	1506636
6800	776264	1506531
6801	776384	1506428
6802	776508	1506332
6803	776630	1506234
6804	776746	1506122
6805	776863	1506014
6806	776962	1505871
6807	777087	1505777
6808	777183	1505628
6809	777305	1505529
6810	777414	1505406
6811	777520	1505276
6812	777633	1505159
6813	777735	1505022
6814	777845	1504900
6815	777966	1504798
6816	778085	1504693
6817	778205	1504592
6818	778323	1504484
6819	778437	1504370
6820	778549	1504251
6821	778658	1504128
6822	778788	1504044
6823	778905	1503936
6824	779018	1503820
6825	779128	1503698
6826	779239	1503578
6827	779354	1503464
6828	779478	1503369
6829	779602	1503274
6830	779712	1503151
6831	779831	1503046
6832	779961	1502963
6833	780086	1502871
6834	780210	1502775
6835	780330	1502672
6836	780439	1502549
6837	780562	1502451
6838	780686	1502356
6839	780808	1502257
6840	780917	1502133
6841	781039	1502033
6842	781156	1501926
6843	781273	1501817
6844	781397	1501721
6845	781520	1501624
6846	781628	1501498
6847	781742	1501383
6848	781858	1501272
6849	781970	1501154
6850	782088	1501049
6851	782196	1500921
6852	782305	1500797
6853	782422	1500690
6854	782535	1500572
6855	782651	1500463
6856	782765	1500348
6857	782881	1500237
