iter	Logloss	Logloss:use_weights=true	Logloss:use_weights=false
11780	0.09364136772	0.09364136772	0.09415143583
11800	0.09346882262	0.09346882262	0.0939785917
11820	0.09329383504	0.09329383504	0.09380397715
11840	0.09311319869	0.09311319869	0.09362184275
11860	0.09294723493	0.09294723493	0.09345580794
11880	0.09276967165	0.09276967165	0.09327710188
11900	0.09259825452	0.09259825452	0.09310456566
11920	0.09240537917	0.09240537917	0.09291176727
11940	0.09221108273	0.09221108273	0.09271475896
11960	0.09203537573	0.09203537573	0.09253875886
11980	0.09185833648	0.09185833648	0.09236270548
12000	0.09166847202	0.09166847202	0.09217317557
12020	0.09147509041	0.09147509041	0.09198039495
12040	0.09128333415	0.09128333415	0.0917880821
12060	0.09111603813	0.09111603813	0.09161905711
12080	0.0909407841	0.0909407841	0.0914429682
12100	0.09077509568	0.09077509568	0.09127579653
12120	0.09060593451	0.09060593451	0.0911076005
12140	0.0904386829	0.0904386829	0.09093914395
12160	0.09024585195	0.09024585195	0.09074608503
12180	0.09006183167	0.09006183167	0.09056279009
12200	0.08987267775	0.08987267775	0.0903721174
12220	0.08971489406	0.08971489406	0.09021508865
12240	0.08954157624	0.08954157624	0.090040782
12260	0.08937086965	0.08937086965	0.08986845301
12280	0.08919606858	0.08919606858	0.0896916358
12300	0.08902353236	0.08902353236	0.08951856075
12320	0.08887020728	0.08887020728	0.08936350966
12340	0.08869278611	0.08869278611	0.08918427662
12360	0.08852479733	0.08852479733	0.08901748983
12380	0.08835477463	0.08835477463	0.08884764772
12400	0.08819831431	0.08819831431	0.08869119925
12420	0.08804018423	0.08804018423	0.0885329389
12440	0.0878601163	0.0878601163	0.08835287098
12460	0.08768658533	0.08768658533	0.08817839854
12480	0.08752727398	0.08752727398	0.08801776381
12500	0.08734225006	0.08734225006	0.08783221883
12520	0.0871790574	0.0871790574	0.0876671018
12540	0.08701512755	0.08701512755	0.08750263609
12560	0.08684370154	0.08684370154	0.08733034263
12580	0.08668883993	0.08668883993	0.08717491259
12600	0.08651410104	0.08651410104	0.08699984804
12620	0.08634233752	0.08634233752	0.08682747168
12640	0.08617722641	0.08617722641	0.0866620586
12660	0.08601608543	0.08601608543	0.08650179098
12680	0.08585073451	0.08585073451	0.08633467852
12700	0.08567989469	0.08567989469	0.08616472984
12720	0.08552661403	0.08552661403	0.08601209458
12740	0.08536213352	0.08536213352	0.0858452012
12760	0.08519550363	0.08519550363	0.08567760321
12780	0.08503767553	0.08503767553	0.08551834811
12800	0.08488022934	0.08488022934	0.08536079238
12820	0.08472358251	0.08472358251	0.08520460443
12840	0.08457551541	0.08457551541	0.08505719162
12860	0.0844150672	0.0844150672	0.08489706019
12880	0.0842585003	0.0842585003	0.08474076567
12900	0.08409711951	0.08409711951	0.08457836052
12920	0.08393279887	0.08393279887	0.08441190531
12940	0.08377847905	0.08377847905	0.08425781345
12960	0.08362888429	0.08362888429	0.08410766507
12980	0.08347507961	0.08347507961	0.08395341926
13000	0.08331742914	0.08331742914	0.08379517075
13020	0.08314658044	0.08314658044	0.08362344572
13040	0.08296594409	0.08296594409	0.08344402321
13060	0.08280209418	0.08280209418	0.08327795879
13080	0.08265568796	0.08265568796	0.08312953939
13100	0.08248880939	0.08248880939	0.08296282365
13120	0.08233430305	0.08233430305	0.08280811598
13140	0.08217410353	0.08217410353	0.08264717928
13160	0.08201838927	0.08201838927	0.08248979526
13180	0.08187160114	0.08187160114	0.08234297457
13200	0.08173109239	0.08173109239	0.08220200396
13220	0.08158995303	0.08158995303	0.08206057151
13240	0.08143264895	0.08143264895	0.08190404013
13260	0.08126757336	0.08126757336	0.08173817112
13280	0.0811073472	0.0811073472	0.08157666006
13300	0.08095683763	0.08095683763	0.08142500771
13320	0.08080495139	0.08080495139	0.08127141915
13340	0.08065923795	0.08065923795	0.0811254511
13360	0.08048743003	0.08048743003	0.08095216881
13380	0.080326067	0.080326067	0.08078962747
13400	0.08017167612	0.08017167612	0.08063353426
13420	0.08002727717	0.08002727717	0.08048890439
13440	0.0798673441	0.0798673441	0.08032892099
13460	0.07972833636	0.07972833636	0.08018893922
13480	0.07957730277	0.07957730277	0.08003682502
13500	0.07943342784	0.07943342784	0.07989132474
13520	0.07929803495	0.07929803495	0.07975532197
13540	0.07914039336	0.07914039336	0.07959715044
13560	0.07899688259	0.07899688259	0.0794524732
13580	0.07884955267	0.07884955267	0.07930491828
13600	0.0787033685	0.0787033685	0.0791589976
13620	0.07856738054	0.07856738054	0.07902271654
13640	0.0784133094	0.0784133094	0.07886640425
13660	0.07826365248	0.07826365248	0.07871600718
13680	0.07812773557	0.07812773557	0.07858108799
13700	0.07797715495	0.07797715495	0.07842917511
13720	0.07783461228	0.07783461228	0.07828637487
13740	0.07768440469	0.07768440469	0.07813639228
13760	0.07753777643	0.07753777643	0.07798820972
13780	0.07739980784	0.07739980784	0.07784889704
13800	0.07725281543	0.07725281543	0.07769935854
13820	0.07709668374	0.07709668374	0.07754141793
13840	0.07696427511	0.07696427511	0.07740861258
13860	0.07680520356	0.07680520356	0.07724839826
13880	0.07665776707	0.07665776707	0.07710102098
13900	0.07651847511	0.07651847511	0.07696232409
13920	0.07636435956	0.07636435956	0.07680713682
13940	0.07623361181	0.07623361181	0.07667566965
13960	0.07609336063	0.07609336063	0.07653444443
13980	0.07595707068	0.07595707068	0.07639570018
14000	0.07581759221	0.07581759221	0.07625525063
14020	0.07569380772	0.07569380772	0.07613117305
14040	0.07555495985	0.07555495985	0.07599258275
14060	0.07540199893	0.07540199893	0.07583872773
14080	0.07526167669	0.07526167669	0.07569743739
14100	0.0751233706	0.0751233706	0.0755582076
14120	0.0749903136	0.0749903136	0.07542557988
14140	0.07484391627	0.07484391627	0.07527814931
14160	0.0746996239	0.0746996239	0.07513279706
14180	0.07456543892	0.07456543892	0.07499726206
14200	0.07444435004	0.07444435004	0.07487506149
14220	0.07429779728	0.07429779728	0.07472721051
14240	0.07415819002	0.07415819002	0.0745853991
14260	0.07401955974	0.07401955974	0.07444516272
14280	0.0738812803	0.0738812803	0.07430538818
14300	0.07374407554	0.07374407554	0.07416831961
14320	0.0736021013	0.0736021013	0.07402477331
14340	0.07345531317	0.07345531317	0.07387707036
14360	0.07332255371	0.07332255371	0.07374343606
14380	0.07317968242	0.07317968242	0.07359999041
14400	0.07302249824	0.07302249824	0.07344184849
14420	0.07290427371	0.07290427371	0.07332321244
14440	0.07275804069	0.07275804069	0.07317527857
14460	0.07262011207	0.07262011207	0.07303669418
14480	0.07249325895	0.07249325895	0.07290954945
14500	0.07235903401	0.07235903401	0.07277499737
14520	0.07222853495	0.07222853495	0.07264270716
14540	0.07208981586	0.07208981586	0.07250296815
14560	0.07195318397	0.07195318397	0.07236663972
14580	0.07182364414	0.07182364414	0.07223732785
14600	0.07169671553	0.07169671553	0.07211008838
14620	0.07158157295	0.07158157295	0.07199411092
14640	0.07145259267	0.07145259267	0.07186475168
14660	0.07132608149	0.07132608149	0.07173653522
14680	0.0712081545	0.0712081545	0.07161900051
14700	0.07110180039	0.07110180039	0.07151116463
14720	0.07097803367	0.07097803367	0.07138724692
14740	0.07084490562	0.07084490562	0.07125290799
14760	0.07070620873	0.07070620873	0.07111258871
14780	0.07057165961	0.07057165961	0.07097678135
14800	0.07043728812	0.07043728812	0.07084129372
14820	0.07030261909	0.07030261909	0.07070624426
14840	0.07017350114	0.07017350114	0.07057722252
14860	0.07004394354	0.07004394354	0.0704475317
14880	0.06991894226	0.06991894226	0.07032273174
14900	0.0697950956	0.0697950956	0.07019798507
14920	0.06966600429	0.06966600429	0.07006660672
14940	0.06953426179	0.06953426179	0.06993482573
14960	0.06941392785	0.06941392785	0.06981280278
14980	0.06927869484	0.06927869484	0.06967660462
15000	0.06916267297	0.06916267297	0.06955885674
15020	0.06904087355	0.06904087355	0.06943740223
15040	0.06892694333	0.06892694333	0.06932289914
15060	0.06880924283	0.06880924283	0.06920445257
15080	0.06867639011	0.06867639011	0.06907155248
15100	0.06855176186	0.06855176186	0.06894508276
15120	0.06843256923	0.06843256923	0.06882411378
15140	0.06831701809	0.06831701809	0.06870660275
15160	0.06819262965	0.06819262965	0.06858135278
15180	0.06806955127	0.06806955127	0.06845774889
15200	0.06795917373	0.06795917373	0.06834713007
15220	0.06783195647	0.06783195647	0.06821910309
15240	0.0677086738	0.0677086738	0.06809472945
15260	0.06758783805	0.06758783805	0.06797215584
15280	0.06746785938	0.06746785938	0.067851702
15300	0.06734575798	0.06734575798	0.06772973235
15320	0.06723004698	0.06723004698	0.06761357134
15340	0.0671165564	0.0671165564	0.06749973142
15360	0.06701015344	0.06701015344	0.0673921087
15380	0.06687909483	0.06687909483	0.06726043429
15400	0.06677399303	0.06677399303	0.06715470633
15420	0.0666593434	0.0666593434	0.06703952231
15440	0.06654404983	0.06654404983	0.06692347972
15460	0.06642588748	0.06642588748	0.06680421011
15480	0.06631634926	0.06631634926	0.06669347879
15500	0.06620136656	0.06620136656	0.06657777963
15520	0.06608808027	0.06608808027	0.06646250087
15540	0.0659793947	0.0659793947	0.06635359918
15560	0.06585744873	0.06585744873	0.06623008411
15580	0.06575121008	0.06575121008	0.06612371667
15600	0.06563660485	0.06563660485	0.06600767409
15620	0.06551099962	0.06551099962	0.06588256031
15640	0.06540257162	0.06540257162	0.06577361717
15660	0.06530866079	0.06530866079	0.06567843478
15680	0.06520156949	0.06520156949	0.06557070547
15700	0.06510345317	0.06510345317	0.06547188157
15720	0.06498824842	0.06498824842	0.06535547188
15740	0.06488710343	0.06488710343	0.06525444531
15760	0.06476598791	0.06476598791	0.06513160525
15780	0.06466101934	0.06466101934	0.06502538584
15800	0.06455355501	0.06455355501	0.06491534729
15820	0.06444085047	0.06444085047	0.06480180935
15840	0.06433315965	0.06433315965	0.06469320372
15860	0.06422398115	0.06422398115	0.06458283359
15880	0.06410706668	0.06410706668	0.06446439886
15900	0.06401090433	0.06401090433	0.06436843487
15920	0.06389876378	0.06389876378	0.0642565134
15940	0.06377844316	0.06377844316	0.06413610693
15960	0.06366527233	0.06366527233	0.06402091699
15980	0.06354913945	0.06354913945	0.06390386188
16000	0.06342378734	0.06342378734	0.06377794875
16020	0.06330792535	0.06330792535	0.06366079299
16040	0.06321621274	0.06321621274	0.0635675172
16060	0.06311286509	0.06311286509	0.06346369585
16080	0.0630069595	0.0630069595	0.06335670077
16100	0.06289927757	0.06289927757	0.06324935043
16120	0.06279831021	0.06279831021	0.06314728766
16140	0.062687946	0.062687946	0.0630352004
16160	0.06257450872	0.06257450872	0.06292106442
16180	0.06245871778	0.06245871778	0.06280502775
16200	0.06235118684	0.06235118684	0.06269700832
16220	0.06224479276	0.06224479276	0.06258975271
16240	0.0621423688	0.0621423688	0.06248680177
16260	0.06201588428	0.06201588428	0.06235951493
16280	0.06190328187	0.06190328187	0.062246652
16300	0.06179879292	0.06179879292	0.0621425938
16320	0.06169183485	0.06169183485	0.06203499477
16340	0.06158573386	0.06158573386	0.06192880497
16360	0.06148514842	0.06148514842	0.06182815735
16380	0.06138516694	0.06138516694	0.06172848673
16400	0.06127645028	0.06127645028	0.06161882714
16420	0.06116260888	0.06116260888	0.06150399838
16440	0.06104983773	0.06104983773	0.06139006964
16460	0.06095250744	0.06095250744	0.06129287406
16480	0.06084166361	0.06084166361	0.06118113614
16500	0.06073038903	0.06073038903	0.06106953441
16520	0.0606188169	0.0606188169	0.06095697938
16540	0.06051676598	0.06051676598	0.06085385081
16560	0.06040689471	0.06040689471	0.0607422254
16580	0.06030076263	0.06030076263	0.06063604151
16600	0.06020251753	0.06020251753	0.06053654852
16620	0.06009928089	0.06009928089	0.06043294626
16640	0.05999659937	0.05999659937	0.06032997164
16660	0.05990403856	0.05990403856	0.06023632282
16680	0.05979633442	0.05979633442	0.06012700665
16700	0.05969370175	0.05969370175	0.06002355242
16720	0.05959618494	0.05959618494	0.05992526142
16740	0.05948982638	0.05948982638	0.0598185624
16760	0.05939456109	0.05939456109	0.05972211288
16780	0.05928635514	0.05928635514	0.05961276711
16800	0.05918768371	0.05918768371	0.05951387215
16820	0.05909228963	0.05909228963	0.05941754105
16840	0.05899596742	0.05899596742	0.05932106785
16860	0.05889463147	0.05889463147	0.05921901693
16880	0.05879522286	0.05879522286	0.05911922196
16900	0.05868832696	0.05868832696	0.05901085317
16920	0.05858362484	0.05858362484	0.05890487061
16940	0.05848617021	0.05848617021	0.05880708883
16960	0.05838219639	0.05838219639	0.05870223721
16980	0.05828821895	0.05828821895	0.05860851733
17000	0.05818905458	0.05818905458	0.0585092079
17020	0.05809048529	0.05809048529	0.05840986886
17040	0.0579975026	0.0579975026	0.0583159003
17060	0.05789561599	0.05789561599	0.05821275396
17080	0.05778773422	0.05778773422	0.05810414833
17100	0.05770032481	0.05770032481	0.05801674632
17120	0.05761619275	0.05761619275	0.05793218054
17140	0.05752331664	0.05752331664	0.05783822974
17160	0.05743672878	0.05743672878	0.05775108826
17180	0.05734874206	0.05734874206	0.0576620757
17200	0.05726697253	0.05726697253	0.05757936323
17220	0.05716639153	0.05716639153	0.0574772827
17240	0.057076513	0.057076513	0.05738722802
17260	0.05698748268	0.05698748268	0.05729597726
17280	0.05689033446	0.05689033446	0.05719730139
17300	0.05678892302	0.05678892302	0.0570951202
17320	0.05670309899	0.05670309899	0.05700894386
17340	0.05662157372	0.05662157372	0.0569266518
17360	0.056520784	0.056520784	0.05682580879
17380	0.05641352395	0.05641352395	0.05671669394
17400	0.0563253285	0.0563253285	0.05662826165
17420	0.05622225618	0.05622225618	0.05652450544
17440	0.05613647212	0.05613647212	0.05643800936
17460	0.05604654918	0.05604654918	0.05634710203
17480	0.05595884223	0.05595884223	0.05625821381
17500	0.05587125518	0.05587125518	0.0561686565
17520	0.05577891642	0.05577891642	0.05607560572
17540	0.05569823935	0.05569823935	0.05599422551
17560	0.05560097567	0.05560097567	0.05589630162
17580	0.05551211853	0.05551211853	0.05580661405
17600	0.05543451454	0.05543451454	0.05572792204
17620	0.05535108857	0.05535108857	0.05564486615
17640	0.05526876838	0.05526876838	0.05556173328
17660	0.05517565691	0.05517565691	0.05546811407
17680	0.05507423658	0.05507423658	0.05536497366
17700	0.05498305244	0.05498305244	0.05527279328
17720	0.05489910246	0.05489910246	0.05518748143
17740	0.05481635594	0.05481635594	0.05510276762
17760	0.05472995461	0.05472995461	0.05501626562
17780	0.05464204782	0.05464204782	0.05492819452
17800	0.05454940707	0.05454940707	0.0548345457
17820	0.05445515429	0.05445515429	0.05473938107
17840	0.05437427738	0.05437427738	0.05465826731
17860	0.05428747637	0.05428747637	0.05457077056
17880	0.05420401044	0.05420401044	0.05448526923
17900	0.05412121507	0.05412121507	0.05440150281
17920	0.05405032565	0.05405032565	0.05433093461
17940	0.05396276525	0.05396276525	0.05424278653
17960	0.05388048059	0.05388048059	0.05415954708
17980	0.05378788869	0.05378788869	0.05406556668
18000	0.05370110544	0.05370110544	0.05397805217
18020	0.05361572106	0.05361572106	0.05389212452
18040	0.05352810736	0.05352810736	0.05380433763
18060	0.05344950861	0.05344950861	0.05372504167
18080	0.053369773	0.053369773	0.05364546149
18100	0.05329937652	0.05329937652	0.05357500579
18120	0.05320732641	0.05320732641	0.05348200237
18140	0.05312462874	0.05312462874	0.05339966886
18160	0.05304072317	0.05304072317	0.05331454649
18180	0.05296300815	0.05296300815	0.05323650581
18200	0.05286746308	0.05286746308	0.05313966549
18220	0.0527887089	0.0527887089	0.05306010899
18240	0.05269766687	0.05269766687	0.05296754374
18260	0.05261340602	0.05261340602	0.05288201281
18280	0.05252563246	0.05252563246	0.05279369895
18300	0.05243878259	0.05243878259	0.05270649233
18320	0.05235127992	0.05235127992	0.0526181607
18340	0.05227601181	0.05227601181	0.052542749
18360	0.05219580547	0.05219580547	0.05246174183
18380	0.05211866332	0.05211866332	0.05238479064
18400	0.05202868709	0.05202868709	0.05229411423
18420	0.05194650901	0.05194650901	0.05221152019
18440	0.05186556104	0.05186556104	0.05212918075
18460	0.05178238377	0.05178238377	0.05204536103
18480	0.05170073859	0.05170073859	0.05196295055
18500	0.05161870706	0.05161870706	0.05188042756
18520	0.05153899365	0.05153899365	0.05180020197
18540	0.05146733152	0.05146733152	0.05172744887
18560	0.05138848408	0.05138848408	0.05164804633
18580	0.05130635929	0.05130635929	0.0515653161
18600	0.05123284976	0.05123284976	0.05149097613
18620	0.05114587999	0.05114587999	0.05140363925
18640	0.05106151257	0.05106151257	0.05131912083
18660	0.05098041805	0.05098041805	0.05123758668
18680	0.05089804013	0.05089804013	0.05115434723
18700	0.05081946803	0.05081946803	0.05107579141
18720	0.05074332951	0.05074332951	0.05099923693
18740	0.0506705394	0.0506705394	0.05092605159
18760	0.05058622527	0.05058622527	0.05084174041
18780	0.05049976176	0.05049976176	0.05075501341
18800	0.05042612344	0.05042612344	0.05068185767
18820	0.05034656103	0.05034656103	0.05060226565
18840	0.05026913466	0.05026913466	0.05052365061
18860	0.0501806328	0.0501806328	0.05043474463
18880	0.05011167959	0.05011167959	0.05036527777
18900	0.05003622497	0.05003622497	0.05028904895
18920	0.04996541992	0.04996541992	0.05021847483
18940	0.04988272226	0.04988272226	0.05013464327
18960	0.04981512796	0.04981512796	0.05006662116
18980	0.04973848318	0.04973848318	0.049989818
19000	0.04966413434	0.04966413434	0.04991542474
19020	0.04958947907	0.04958947907	0.04984030318
19040	0.04951087588	0.04951087588	0.04976090656
19060	0.04943833446	0.04943833446	0.04968769753
19080	0.04936317293	0.04936317293	0.04961283946
19100	0.0492873808	0.0492873808	0.04953664914
19120	0.04920574006	0.04920574006	0.04945409062
19140	0.04913753736	0.04913753736	0.04938548824
19160	0.04906615944	0.04906615944	0.04931339831
19180	0.04898569997	0.04898569997	0.0492324533
19200	0.04891669348	0.04891669348	0.04916255123
19220	0.04884743385	0.04884743385	0.04909331825
19240	0.04877299619	0.04877299619	0.04901881249
19260	0.04870065016	0.04870065016	0.04894595873
19280	0.04862646563	0.04862646563	0.04887121613
19300	0.0485573259	0.0485573259	0.04880118971
19320	0.04848345223	0.04848345223	0.04872614513
19340	0.0484148232	0.0484148232	0.04865740064
19360	0.04834376947	0.04834376947	0.04858545282
19380	0.04827280011	0.04827280011	0.04851388395
19400	0.04819778513	0.04819778513	0.04843926272
19420	0.04812764178	0.04812764178	0.04836863828
19440	0.04805188962	0.04805188962	0.04829186472
19460	0.04799065906	0.04799065906	0.04823034403
19480	0.04790944465	0.04790944465	0.04814822072
19500	0.04783355926	0.04783355926	0.048071684
19520	0.04776914017	0.04776914017	0.04800610141
19540	0.0476962568	0.0476962568	0.04793296343
19560	0.04762560275	0.04762560275	0.04786227977
19580	0.04755462451	0.04755462451	0.04779144512
19600	0.04748354857	0.04748354857	0.04771992954
19620	0.04741266359	0.04741266359	0.04764798171
19640	0.04734160542	0.04734160542	0.04757641876
19660	0.04726391705	0.04726391705	0.04749774748
19680	0.04719644709	0.04719644709	0.04742914214
19700	0.04712816445	0.04712816445	0.04736015489
19720	0.04706534851	0.04706534851	0.04729693483
19740	0.04700040096	0.04700040096	0.04723108578
19760	0.04693372147	0.04693372147	0.04716352552
19780	0.04686871619	0.04686871619	0.04709793997
19800	0.04680400844	0.04680400844	0.04703346759
19820	0.04672703948	0.04672703948	0.04695665258
19840	0.04665630549	0.04665630549	0.0468854745
19860	0.04658773864	0.04658773864	0.04681609053
19880	0.04652602403	0.04652602403	0.04675420865
19900	0.04644785161	0.04644785161	0.04667601698
19920	0.04637821451	0.04637821451	0.04660528595
19940	0.04629974898	0.04629974898	0.04652606992
19960	0.04624648977	0.04624648977	0.04647240955
19980	0.04617584015	0.04617584015	0.04640111009
19999	0.0461093383	0.0461093383	0.04633451794
